,query,title,source,excerpt,date
404,microchip,Is Microchip Technology Incorporated (MCHP) Going to Burn These Hedge Funds?,Yahoo Finance,"Is Microchip Technology Incorporated (MCHP) Going to Burn These Hedge 
Funds? Debasis Saha. June 23, 2021 ·6 min read. In this article:.",1 month ago
405,microchip,Packing power into smaller spaces - Northwestern Now,Northwestern Now,"From slimmer laptops to smaller smartphones, all of our most-used devices 
rely on increasingly smaller microchips. But, in recent years, ...",19 Mar 2021
406,microchip,Microchip Unveils First Fully Integrated Solution for Vehicle ...,GlobeNewswire,"Microchip Technology Inc. (Nasdaq: MCHP) today announced the first 
hardware-based audio endpoint solution for AVB – the LAN9360, a single 
chip ...",9 Feb 2021
407,semiconductor,Fire destroys 5% of Renesas semiconductor cleanroom,Cleanroom Technology,"Renesas Electronics Corporation, one of the world's largest semiconductor 
manufacturers, has reported the occurrence of a fire on 19 March ...",24 Mar 2021
408,semiconductor,"US to lead world again, Biden tells CEOs at semiconductor ...",Nikkei Asia,"Heads of 19 companies, including Taiwan Semiconductor Manufacturing Co., 
Samsung's Device Solutions Division, Intel, Medtronic and Micron, are ...",13 Apr 2021
409,semiconductor,China Turns Semiconductors Into The ‘New Oil’ While GM Runs Out Of Chips,Forbes,"China Turns Semiconductors Into The 'New Oil' While GM Runs Out Of Chips · 
China International Semiconductor Expo. Visitors look at 5G chips at ...",7 Feb 2021
410,semiconductor,China’s semiconductor output hits all-time high amid global shortage,South China Morning Post,"China's semiconductor output in May hits all-time high amid chip shortage 
and tech war with US. China's IC output in May surged 37.6 per cent ...",1 month ago
411,semiconductor,Why semiconductors are important in the US-China tech war,South China Morning Post,"A semiconductor is a substance that conducts electricity under some 
conditions but not others, making it a good medium to control electrical ...",29 Oct 2020
412,semiconductor,China’s small semiconductor companies get boost from Washington hostility,South China Morning Post,"... China's domestic semiconductor industry has gotten a boost as the 
country scrambles for self-reliance in all parts of the industry ...",7 May 2021
413,semiconductor,Lawmakers Ask Biden to Secure Funding for Semiconductor ...,Nextgov,"It says, the Chinese Communist Party 'aggressively plans to reorient and 
dominate the semiconductor supply chain'—and it goes into how much ...",13 Apr 2021
414,semiconductor,China's progress in advanced semiconductor technology slows,Nikkei Asia,"SHANGHAI -- China is facing delays in miniaturizing semiconductors. In a 
Nikkei survey, most of the seven major Chinese semiconductor ...",9 May 2021
415,semiconductor,Why We're in the Midst of a Global Semiconductor Shortage ...,Harvard Business Review,"Business and financial media have detailed how the shortage of 
semiconductors has caused production cutbacks in the automotive industry: 
Ford, ...",26 Feb 2021
416,semiconductor,Boom quarter for top 10 semiconductor companies,eeNews Europe,"Samsung, with total growth of 25 per cent, is catching up on Intel which 
while the largest supplier was the only major semiconductor company to ...",25 May 2021
417,microchip,Microchip shortage hits Houston businesses: 'No one is ...,Houston Chronicle,"The dealership and others have been affected by a shortage in microchips 
supply chain issues. Steve Gonzales, Houston Chronicle / Staff ...",24 May 2021
418,microchip,SensiML and Microchip Technology Partner on Smart Edge ...,EE Times Asia,"This partnership enables embedded developers using Microchip Technology's 
microcontrollers and the powerful MPLAB X IDE tool suite to quickly ...",1 month ago
419,microchip,"Ritrovano il loro cane otto anni dopo averlo smarrito, “Il microchip è 
stato fondamentale”",La Stampa,"Se Kemo si è potuto riunire alla sua famiglia è stato solo merito del 
microchip. Questo cagnolone è stato portato in un rifugio dell'Indiana ...",2 weeks ago
420,microchip,Microchip shortage having different effects on businesses ...,commercial-news.com,"Courtesy Ford in Danville is among local car dealerships whose inventory is 
affected with the microchip shortage, but owner Ray Fregia says ...",12 Jun 2021
421,microchip,The U.S. Car Models Most Impacted By The Microchip Shortage,Statista,"Hundreds of thousands of vehicles have been taken out of production in 
North America due to an ongoing microchip shortage.",1 Jun 2021
422,microchip,News Implanted Microchip Could Help Avoid Stroke,WebMD,"Implanted Microchip Could Help Avoid Stroke. By Dennis Thompson ... 
WEDNESDAY, June 9, 2021 (HealthDay News) -- Norman Mayer, 86, walks around 
with a ...",9 Jun 2021
423,microchip,New medical implant can detect COVID-19 in 5 minutes or less,Mashable SEA,"Designed to be implanted under the skin, the microchip can detect COVID-19 
in the bloodstream within minutes. ... The microchip itself is carried ...",19 Apr 2021
424,microchip,"As Covid-19 Vaccine Microchip Conspiracy Theories Spread, Here Are 
Responses On Twitter",Forbes,"He didn't mention microchips or tracking other behaviors at all but this 
somehow was eventually twisted into the “Bill Gates using vaccines to ...",9 May 2021
425,microchip,Microchip Technology (MCHP) Q3 2021 Earnings Call Transcript,The Motley Fool,"Good day, everyone, and welcome to Microchip's third-quarter fiscal 2021 
financial results conference call. As a reminder, today's call is ...",5 Feb 2021
426,microchip,How Bell Labs Missed the Microchip,IEEE Spectrum,"Fairchild Semiconductor Corp., in Mountain View, Calif., led by Robert 
Noyce, would adapt these silicon technologies to produce the first 
commercial microchips ...",1 week ago
427,semiconductor,Chinese semiconductor industry is speeding up advanced ...,Total Telecom,"Some Chinese companies have shifted its 14nm chipset orders from the market 
leader Taiwan Semiconductor Manufacturing Company (TSMC) to China's ...",22 Apr 2021
428,semiconductor,China’s universities rush to set up new semiconductor programmes,South China Morning Post,"China's Ministry of Education has made semiconductor science and 
engineering a priority academic programme; That has encouraged more ...",1 month ago
429,semiconductor,Lagging but motivated: The state of China's semiconductor ...,Brookings Institution,"Every year, China imports more than $300 billion of semiconductors, and 
most, though not all, major American semiconductor companies pull in at ...",7 Jan 2021
430,semiconductor,China's semiconductor IP sector accelerates drive for self ...,Global Times,"The semiconductor intellectual property (IP) sector in China is growing 
rapidly by the day, with tens of thousands of chip design companies ...",19 May 2021
431,semiconductor,Japan Seeks to Revive Stalled Semiconductor Industry ...,Supply Chain Digital,"Both nations have launched aggressive funding measures to revive their 
local semiconductor industries. And if Japan refuses to invest due to 
its ...",1 month ago
432,semiconductor,GlobalFoundries: New Singapore Semiconductor Facility ...,Manufacturing Global,"With the global demand for semiconductor chips increasing at an 
unprecedented rate, GlobalFoundries has established plans to not only 
expand the ...",1 month ago
433,semiconductor,Rising Revenues And Margins Could Drive ON Semiconductor Stock To $45,Forbes,"Up around 3.5x from its low in March 2020, at the current price of $38 per 
share, we believe ON Semiconductor stock (NASDAQ: ON) has further ...",7 Jun 2021
434,semiconductor,Why the semiconductor shortage won't end soon | Penn Today,Penn Today,"24 authorizing a long-term supply chain review of six sectors of the 
economy, and a short-term review of semiconductors and the materials 
needed ...",19 Mar 2021
435,semiconductor,"Semiconductors: Chinese takeover of UK's leading chipmaker doesn't need a 
security review – here's why",The Conversation,"Chinese state-backed conglomerate Wingtech Technology is taking full 
control of the UK's largest semiconductor foundry, Newport Wafer Fab ...",1 month ago
436,semiconductor,"Governments are deploying 'wartime-like' efforts to win the global 
semiconductor race",CNBC,"These clever semiconductors make our internet-connected world go round. ... 
Through the so-called ""K-Semiconductor Strategy,"" the South ...",17 May 2021
437,microchip,A Microchip Might Be Why the New Car You Want Is Hard to Locate,Car and Driver,"Automakers are facing a supply shortage of semiconductors, the technology 
used to make microchips, and are being forced to pause production on ...",16 Jan 2021
438,microchip,Still prevalent ‘microchip’ conspiracy theory on COVID-19 vaccines debunked,Interaksyon,"There are no microchips inside COVID-19 vaccines, according to a 
vaccinologist. Melvin Sanicas, physician-scientist specializing in 
vaccines ...",1 month ago
439,microchip,Global microchip shortage impacting ambulance supply,ABC News,"ABC News' Deirdre Bolton explains why a shortage of fingernail-sized 
microchips is stalling the delivery of millions of new vehicles as ...",21 May 2021
440,microchip,GARTNER: The Auto Sector After the Microchip Shortage – A Long-Term View,Which-50,"Tesla's example, as it designed the its Full Self Drive microchip and 
commissioned contract manufacturing to Samsung, is one of the models 
being ...",1 month ago
441,microchip,Manufacturing Microchips: Why The COVID-19 Pandemic Has ...,| KJZZ,"Manufacturing Microchips: Why The COVID-19 Pandemic Has Led To A Global 
Shortage Of The Tiny Technology ... Intel's campus in Chandler. Intel is ...",29 Mar 2021
442,microchip,Spoof Video Furthers Microchip Conspiracy Theory,FactCheck.org,"SciCheck Digest. A list of the ingredients used in COVID-19 vaccines is 
publicly available, and the ingredients don't include microchips. Yet ...",1 month ago
443,microchip,"In 2019, Lans King had an NTAG216 NFC microchip capsule ...",FAD Magazine,"King will consistently maintain a microchip in his hand for the duration of 
his life. Collectors will have access to the artist's geolocation ...",2 Jun 2021
444,microchip,"White House, US and Taiwanese business leaders to ...",Foreign Brief,"White House, US and Taiwanese business leaders to deliberate global 
microchip shortage. In Daily Brief; April 12, 2021; Jon Adams ...",12 Apr 2021
445,microchip,Fire at Renesas Electronics could hurt auto sector microchip ...,Asahi Shimbun,"... lines at its main factory due to a fire, striking a blow to an 
automobile industry already struggling with microchip shortages.",22 Mar 2021
446,semiconductor,China chases semiconductor self-sufficiency,East Asia Forum,"Huawei's Kirin chipsets are made by Taiwan Semiconductor Manufacturing 
Company (TSMC) using US technology and equipment. The technological gap ...",22 Feb 2021
447,semiconductor,Taiwan pledges to boost semiconductor supply to Europe ...,The Straits Times,"Taiwan's high-tech chip manufacturing plants are among the largest and most 
advanced in the world, with the Taiwan Semiconductor Manufacturing ...",11 May 2021
448,semiconductor,"US, China to set up working group to ease tension in global chips industry",South China Morning Post,"to ease a global shortage of chips, a move that could help Chinese firms, 
from Huawei Technologies to Shanghai-based Semiconductor ...",11 Mar 2021
449,semiconductor,The World Is Dangerously Dependent on Taiwan for ...,Bloomberg.com,"That's mostly down to Taiwan Semiconductor Manufacturing Co., ... it was 
able to cut off the supply of semiconductors from TSMC and other ...",25 Jan 2021
450,semiconductor,China to waive import taxes for semiconductor companies until 2030,South China Morning Post,"Chinese chip makers, including top player Semiconductor Manufacturing 
International Corporation (SMIC), rely heavily on foreign technologies.",30 Mar 2021
451,semiconductor,Breakthrough in chips materials could push back the ‘end’ of Moore’s Law,South China Morning Post,"US-China tech war: TSMC helps make breakthrough in semiconductor ... of 
semiconductors in a race to own a key piece future technology.",19 May 2021
452,semiconductor,15 Biggest Semiconductor Companies in the World,Yahoo Finance,"Semiconductors may be pure elements, such as silicon or germanium, or 
compounds such as gallium arsenide or cadmium selenide. Semiconductors 
are ...",6 Jan 2021
453,semiconductor,Chip tools become latest victim of global semiconductor crunch,Nikkei Asia,"But you won't be able to get them -- because of the shortage of chips. This 
conundrum is the latest sign of how the global semiconductor supply ...",15 Apr 2021
454,semiconductor,Q&A: Electronics and Semiconductor Industry in Vietnam,Vietnam Briefing,"Businesses investing in the semiconductor industry are eligible for 
preferential incentives such as zero percent corporate income tax for 
the ...",1 month ago
455,semiconductor,Could the Geopolitical Climate Hamper the Semiconductor ...,IoT World Today,"While historically China has been an important supplier in the chip 
industry, increasing U.S.-China tensions threaten the semiconductor 
supply ...",1 month ago
456,microchip,Microchip Simplifies Deployment of Wi-Fi 6 Access Points and ...,GlobeNewswire,"Microchip Technology Inc. (Nasdaq: MCHP) has created a more flexible and 
cost-effective alternative with the first multiport Power over Ethernet ...",1 month ago
457,microchip,"What to know about the microchip shortage that closed the Alabama Hyundai 
plant",Montgomery Advertiser,"Here's what to know about the semiconductor chip shortage and how it's 
affecting the auto industry. How has the microchip shortage affected the ...",14 Jun 2021
458,microchip,Global microchip shortage has China eyeing Taiwan,Fox Business,"Fox News correspondent Lucas Tomlinson reports on the world microchip 
shortage. One hundred miles off the coast of China is the largest and 
most ...",1 May 2021
459,microchip,EU’s microchip dreams face Anglo-American menace,Politico EU,"EU's microchip dreams face Anglo-American menace. A mega-merger between 
Nvidia and Arm is a top priority for the European Commission.",1 Jun 2021
460,microchip,Microchip Sales Poised to Grow on Soaring Demand: 5 Winners,Yahoo Finance,"The semiconductor industry is struggling to meet the demand for microchips, 
the lack of which has compelled many carmakers to temporarily ...",9 Mar 2021
461,microchip,The latest numbers on the automotive microchip shortage,Automotive News,"The global microchip shortage knocked about 18,000 more vehicles out of 
North American production schedules last week — a relatively small ...",14 Jun 2021
462,microchip,Why Molecules Are the New Microchips,New York Magazine,"Scott Galloway: All right, let's bring on a friend of Pivot. Kara Swisher: 
Walter Isaacson, someone I've known forever, is the author of a new ...",13 Apr 2021
463,microchip,"Fact check: COVID-19 vaccine labels would not microchip or track 
individuals, but serve logistical purpose",Reuters,"The video alleges that the microchip “would give officials information on 
who has and has not been vaccinated” and “track the location of the ...",14 Dec 2020
464,microchip,"Experts say pandemic triggered global microchip shortage, revealed problem 
for the US",KSTP TV,"""We make millions of chips a year, is a simple way to think of it."" 
Semiconductors are also commonly known as microchips, or simply chips.",1 month ago
465,microchip,"CORRECTION-Fact Check-'Magnet test' does not prove COVID-19 jabs contain 
metal or a microchip",Reuters,"Vaccines for COVID-19 do not contain metals or microchips that make ... of 
a magnetic reaction nor that COVID-19 jabs contain a microchip.",17 May 2021
466,semiconductor,Japan to co-develop cutting-edge chip tech with Taiwan's TSMC,Tech Wire Asia,"Japan has signed off on a US$338 million semiconductor research ... the 
market-leading Taiwan Semiconductor Manufacturing Company (TSMC).",4 Jun 2021
467,semiconductor,"Why there's a chip shortage that's hurting everything from the PlayStation 
5 to the Chevy Malibu",CNBC,"Semiconductors are in short supply because of strong demand for 
electronics, shifting business models in the semiconductor world that 
created a ...",10 Feb 2021
468,semiconductor,"Semiconductor investment frenzy ramps up in Asia amid chip shortages, tech 
war",South China Morning Post,"This came days after it was reported by Nikkei Asia that Taiwan 
Semiconductor Manufacturing Co (TSMC), the world's largest contract chip 
maker, ...",1 month ago
469,semiconductor,"China will ‘vigorously support’ semiconductor industry, IT minister says",South China Morning Post,"China will 'vigorously support' semiconductor industry, IT ministry head 
says, as country seeks self-sufficiency in chip-making. The head of the ...",1 Mar 2021
470,semiconductor,"When the chips are down, can 007 save the semiconductor?",Financial Times,"When the chips are down, can 007 save the semiconductor? 'After years of 
US-China trade skirmishing, semiconductors provide the arena in which ...",25 Apr 2021
471,semiconductor,What’s behind the semiconductor shortage and how long could it last?,Brookings Institution,"A global shortage of semiconductors has created serious anxiety in some 
industries and even caused automakers to halt production in several ...",24 May 2021
472,semiconductor,"Why the World Is Short of Computer Chips, and Why It Matters",Bloomberg.com,"... a similar cause: an abrupt and cascading shortage of semiconductors. 
... two Asian powerhouses — Taiwan Semiconductor Manufacturing Co.",17 Feb 2021
473,semiconductor,Taiwan’s foundry king says mainland China is not yet a competitor,South China Morning Post,"Chang, who established Taiwan Semiconductor Manufacturing Co (TSMC) in 
1987, is seen as the father of Taiwan's success in the foundry ...",22 Apr 2021
474,microchip,World's Smallest Implantable Chip | Microchip Conspiracy ...,Popular Mechanics,"No, these microchips can't be used to track you; they can only communicate 
outside the body with an ultrasound machine.",11 Jun 2021
475,microchip,"With San Diego Opening Up After COVID, It’s Time Microchip Your Pet",Times of San Diego,"In addition to microchipping every cat and dog they adopt out, the society 
offers low-cost microchips for pets at its Escondido, San Diego and ...",30 May 2021
476,microchip,Microchip shortage could kill your new car dreams,WZDX,"A microchip, or chip, is a highly developed piece of technology. It's used 
in smartphones, cars, and TV's. In the last decade alone, microchips ...",1 month ago
477,microchip,Another State Bans Employers Microchipping Workers Indiana ...,SHRM,"Indiana is the latest state to prohibit employers from requiring job 
seekers or employees to have devices such as microchips or radio ...",27 Apr 2021
478,microchip,"‘There is no end in sight’: everything to know about the great microchip 
shortage",The Week UK,"Since late 2020, the world has been facing an unexpected dearth of 
microchips – the tiny integrated circuits that are nowadays found in ...",1 month ago
479,microchip,The latest numbers on the automotive microchip shortage,Automotive News,"The microchip shortage seemed to be easing in North America, but is now 
seeing a new surge. ... North American automakers have been experiencing ...",1 month ago
480,microchip,Can America Become King of Microchip Production Again?,Government Technology,"Microchips are in everything from motor vehicles to gaming consoles to 
personal computers, and the surge in work-from-home activity has ...",21 May 2021
481,microchip,6 Microchip Stocks to Buy as Supply Shortage Boosts Demand,Yahoo Finance,"According to the Semiconductor Industry Association (SIA), microchip sales 
are expected to jump 8.4% in 2021 on a year-over-year basis. The ...",9 Jun 2021
482,microchip,DARPA Displays Human Implant Microchip That Can Detect ...,Sovereign Wealth Fund Institute,"Posted on 04/12/2021. The Pentagon's Defense Advanced Research Projects 
Agency (DARPA) is working on creating an implantable microchip that would 
monitor ...",12 Apr 2021
483,microchip,"Elon Musk's Neuralink wants to embed microchips in people's skulls and get 
robots to perform brain surgery",Business - Insider,"Neuralink developing neural interface technology — a.k.a. putting 
microchips into people's brains. The technology could help study and 
treat ...",1 week ago
484,semiconductor,"When the chips are down, can 007 save the semiconductor?",Financial Times,"When the chips are down, can 007 save the semiconductor? 'After years of 
US-China trade skirmishing, semiconductors provide the arena in which ...",25 Apr 2021
485,semiconductor,What’s behind the semiconductor shortage and how long could it last?,Brookings Institution,"A global shortage of semiconductors has created serious anxiety in some 
industries and even caused automakers to halt production in several ...",24 May 2021
486,semiconductor,"Why the World Is Short of Computer Chips, and Why It Matters",Bloomberg.com,"... a similar cause: an abrupt and cascading shortage of semiconductors. 
... two Asian powerhouses — Taiwan Semiconductor Manufacturing Co.",17 Feb 2021
487,semiconductor,Taiwan’s foundry king says mainland China is not yet a competitor,South China Morning Post,"Chang, who established Taiwan Semiconductor Manufacturing Co (TSMC) in 
1987, is seen as the father of Taiwan's success in the foundry ...",22 Apr 2021
488,semiconductor,"Semiconductors are in short supply. 3 experts weigh in on what to do about 
it",Fortune,"Semiconductors power almost any smart device you own. They're small, 
complex, and powerful pieces of hardware that are integral to the ...",1 month ago
489,semiconductor,S'pore semiconductor firms boost capacity amid global chip ...,The Straits Times,"Singapore Semiconductor Industry Association (SSIA) executive director Ang 
Wee Seng told The Straits Times that the high demand is forecast to ...",4 Jun 2021
490,semiconductor,Chip Shortage 2021: Semiconductors Are Hard to Make and ...,Bloomberg.com,"Shortages of semiconductors are battering automakers and tech giants ... 
years to build semiconductor fabrication facilities and billions of ...",5 May 2021
491,semiconductor,Production localization new focus for Shanghai semiconductor ...,Global Times,"A global supply crunch and US sanctions on China's leading chipmakers have 
accelerated the localization of semiconductor industry, ...",18 Mar 2021
492,semiconductor,Qualcomm warns global chip shortages are spreading,South China Morning Post,"Qualcomm Inc, the world's largest smartphone chip maker, warned it is 
struggling to meet demand, signalling that a global semiconductor ...",4 Feb 2021
493,microchip,"Harris County Pets, Spring FD Host Free Pet Microchip & ...",Hello Woodlands,"HOUSTON, TX — Pet owners residing in unincorporated Harris County will have 
an opportunity to have their dogs or cats microchipped and ...",28 Apr 2021
494,microchip,"Microchip Technology Inc. -- Moody's assigns Baa3 rating to Microchip's 
proposed debt issuance; outlook stable",Yahoo Finance,"Rating Action: Moody's assigns Baa3 rating to Microchip's proposed debt 
issuance; outlook stable. Global Credit Research - 14 Dec 2020.",14 Dec 2020
495,microchip,New Microchip centre in Cork will create up to 200 jobs in ...,Silicon Republic,"Microchip manufactures microcontroller, mixed-signal, analogue and Flash-IP 
integrated circuits. It has fabrication facilities in Arizona and ...",23 Feb 2021
496,microchip,"Microchip Technology Inc. stock rises Friday, still underperforms market",MarketWatch,"Shares of Microchip Technology Inc. MCHP, -0.03% inched 0.37% higher to 
$148.25 Friday, on what proved to be an all-around great trading ...",1 month ago
497,microchip,Kauai passes microchip mandate for all pet dogs and cats,KHON2,"HONOLULU (KHON2) — All pet dogs and cats on Kauai are required by law to 
have a microchip as of Friday, May 28.",28 May 2021
498,microchip,Volete i microchip europei? Allora dobbiamo riscrivere le ...,Formiche.net,"L'Ue vuole competere con la Cina e il Sud Est asiatico nel mercato dei 
microchip, ma non vuole allentare la normativa sugli aiuti di Stato.",2 weeks ago
499,microchip,"Woman Accidentally Spreads Vaccine Misinformation With Microchip 'Joke' 
Viral Video",Newsweek,"A video shared online jokingly indicating that a pet microchip reader could 
detect a COVID vaccine accidentally spread misinformation, ...",1 month ago
500,microchip,Was The Smart Money Right About Microchip Technology (MCHP)?,Yahoo Finance,"Microchip Technology Incorporated (NASDAQ:MCHP) was in 45 hedge funds' 
portfolios at the end of December. The all time high for this ...",10 May 2021
501,microchip,"COVID-19, microchip crisis have parts and service on edge",Automotive News Canada,"Tim Reuss, CEO of the Canadian Automobile Dealers Association, said that 
the longer the microchip shortage goes on, the more likely it could ...",1 month ago
502,semiconductor,China’s memory makers are becoming new disruptive force in sector,South China Morning Post,"Chinese memory chip makers could add downwards price pressure on suppliers 
in the memory chip sector. Topic | Semiconductors.",2 Jun 2021
503,semiconductor,"Taiwan uses ‘geopolitical heft’ to boost China investment, despite tensions",South China Morning Post,"Global demand for semiconductors used in everything from computers to cars 
is proving a boon to Taiwanese manufacturers, who are ramping up ...",12 May 2021
504,semiconductor,"McCaul And Cotton Ask Raimondo To Tighten Controls On Semiconductor 
Manufacturing Equipment",Forbes,"... on U.S. Commerce Secretary Gina Raimondo to tighten restriction on the 
sale of semiconductor manufacturing equipment (SME) to China.",28 Apr 2021
505,semiconductor,"China must drive chip assembly, packaging innovations, experts say",South China Morning Post,"The landmark US Innovation and Competition Act identifies China as a major 
rival to America's technological dominance. Topic | Semiconductors.",9 Jun 2021
506,semiconductor,"Why Is There a Chip Shortage? Covid-19, Surging Demand ...",Bloomberg.com,"It's also catapulted Taiwan Semiconductor Manufacturing Co. and Samsung ... 
Overall demand for semiconductors of all stripes—from basic ...",28 Mar 2021
507,semiconductor,Why the current semiconductor shortage won’t be the last,South China Morning Post,"Why the semiconductor shortage hitting cars and smartphones won't be the 
last. The last big supply chain shock was 10 years ago when the ...",22 Mar 2021
508,semiconductor,Who really stands to win from the semiconductor explosion?,Citywire Selector,"The global semiconductor market is a $440bn industry and continues to ... 
in the world, Taiwan Semiconductor Manufacturing Company (TSMC), ...",4 Mar 2021
509,semiconductor,Chinese chip foundry SMIC seeks to retain top talent with huge stock bonus,South China Morning Post,"... US$3.7 million in shares in effort to retain semiconductor talent ... 
self-sufficiency in semiconductors, but US sanctions and a talent ...",1 month ago
510,semiconductor,"Yes, the global microchip shortage is COVID's fault. No, it won ...",GCN,"Semiconductors are an essential component of electronic devices, ... They 
harness the conducting properties of semiconductor materials (such ...",8 Jun 2021
511,semiconductor,"The semiconductor shortage is here to stay, but it will affect chip 
companies differently",MarketWatch,"Semiconductors in the age of COVID-19: Extreme demand spike will keep chips 
in short supply for the foreseeable future, but different types ...",17 Apr 2021
512,microchip,Tetmeyer: Living with a microchip | Opinion | iowastatedaily.com,Iowa State Daily,"Columnist Grant Tetmeyer guides his readers through living with the 
microchip from the COVID-19 vaccine. Courtesy of National Cancer 
Institute/ ...",19 Apr 2021
513,microchip,Report Shows U.S. Automakers Bearing Brunt of Chip Shortage in North America,Car and Driver,"The shortages of microchips and other crucial are related to far-reaching 
effects of the coronavirus pandemic, and in some cases have been ...",25 May 2021
514,microchip,Microchip University Opens Online Courses for Embedded ...,EE Times Asia,"Microchip Technology Inc. has opened registration for online courses that 
educate engineers about diverse embedded design topics ranging from C ...",27 May 2021
515,microchip,Global microchip shortage impacts automobile industry,KMPH,"The shortage of microchips is ultimately causing low inventory, making 
right now a great time to sell your used car.",24 Apr 2021
516,microchip,"Chinese company buys UK's top microchip maker for cars. And Britons aren't 
happy",Hindustan Times Auto News,"Although based out of The Netherlands, Nexperia is owned by China's 
Wingtech. It plans to buy Newport Wafer Fab, UK's biggest microchip 
maker, ...",1 month ago
517,microchip,America's microchip problem,CBS News,"America's microchip problem. Seventy-five percent of semiconductors, or 
microchips — the tiny operating brains in just about every modern device ...",2 May 2021
518,microchip,"Why there is a microchip crisis and how it's affecting auto industry at 
large?",Hindustan Times Auto News,"Later when the auto industry started reviving and demands of automotive 
microchips increased, the chipmakers fall short of producing the ...",1 Apr 2021
519,microchip,Schumer pushes ahead with bill to bolster microchip industry,Spectrum News,"A potential moment of bipartisanship on Capitol Hill could also be a big 
economic driver in New York. Sen. Chuck Schumer, the top Democrat ...",25 May 2021
520,semiconductor,Semiconductor Supply Shortage 'Fight' May Drag On Until ...,Bloomberg.com,"WATCH: CEO Pekka Lundmark discusses 5G networks and semiconductor shortage. 
Source: Bloomberg. That would complicate Lundmark's efforts to get ...",29 Apr 2021
521,semiconductor,"A global semiconductor shortage highlights a troubling trend: A small and 
shrinking number of the world's computer chips are made in the US",The Conversation,"Semiconductors are the logic and memory chips used in computers, phones, 
vehicles and appliances. The U.S. share of global semiconductor ...",9 Mar 2021
522,semiconductor,Why Trailing Edge Semiconductor Manufacturing Matters,Forbes,"The need for processors on larger nodes is also constrained as most of the 
major semiconductor fabs have opted to invest in leading edge ...",13 May 2021
523,semiconductor,How Will the Global Semiconductor Crunch Impact South ...,The Diplomat,"Semiconductors are as ubiquitous as they are crucial to the modern economy 
and yet they are in short supply this year.",1 Apr 2021
524,semiconductor,On Semiconductor LED driver ICs support smart and ...,LEDs Magazine,"Recent LED driver IC launches from On Semiconductor offer robust circuit 
protection while enabling visible light communications (VLC) and other ...",1 month ago
525,semiconductor,"White House Sets First Steps on Semiconductor, Mineral ...",MeriTalk,"On the semiconductors front, the White House said the government is ... the 
private sector in domestic semiconductor manufacturing and R&D.",8 Jun 2021
526,semiconductor,China wants disruptive chip tech to prepare for Moore’s Law demise,South China Morning Post,"China seeks to boost its domestic chip-making capability amid a protracted 
tech war with the US. Topic | Semiconductors.",15 May 2021
527,semiconductor,Blueshift Memory Joins Global Semiconductor Alliance,HPCwire,"Members of the GSA represent 70 percent of the $450B+ semiconductor 
industry and continue to grow. Source: Blueshift Memory ...",1 month ago
528,semiconductor,Controversial Wuhan semiconductor maker dismisses all staff ...,Global Times,"Chinese controversial semiconductor maker Wuhan Hongxin Semiconductor 
Manufacturing Co (HSMC) has reportedly issued a noticed to dismiss all ...",28 Feb 2021
529,semiconductor,How Wuhan’s dream chip project became a nightmare,South China Morning Post,"China's semiconductors: How Wuhan's challenger to Chinese chip champion 
SMIC turned from dream to nightmare. Hopes that the HSMC facility could ...",20 Mar 2021
530,microchip,Pentagon creates microchip that senses COVID-19 in the body,Moneycontrol,"The microchip, which reportedly does not track movements, is carried in a 
tissue-like gel and is designed to test the patient's blood. · File ...",13 Apr 2021
531,microchip,John Phipps: The Impacts and Implications of the Great ...,AgWeb,"Microchips are not commodities, but individually designed and built 
components for specific end uses. Excess supply in one type is useless 
for ...",19 Apr 2021
532,microchip,Ford’s F-150 is the next victim of the global microchip shortage,The Verge,"This isn't the first time microchip shortages have hit the car industry, or 
even Ford. Volkswagen had to change car production in December ...",4 Feb 2021
533,microchip,John Phipps: Could the Massive Microchip Shortage Impact ...,AgWeb,"Since microchips are used in almost everything we touch, these issues will 
manifest in practically every aspect of our lives. Here are some of ...",28 Apr 2021
534,microchip,Carmakers forced to extend shutdowns because of microchip ...,Automotive Logistics,"Carmakers forced to extend shutdowns because of microchip shortage ... Ford 
and GM have been forced to extend assembly plant closures because of a ...",9 Mar 2021
535,microchip,Local manufacturers address microchip shortage | News ...,Kokomo Perspective,"Local manufacturers address microchip shortage. Stellantis employees back 
to work this week; GM has facility that could manufacture microchips.",2 Mar 2021
536,microchip,Microchip Technology Stock To See Further Downside?,Forbes,"Microchip Technology is a manufacturer of microcontroller and analog 
integrated circuits used in a wide variety of semiconductor applications.",28 Sep 2020
537,microchip,Microchip Boosts Security of FPGA-based Designs,EE Times Asia,"Microchip is strengthening the protection for FPGA-based designs with first 
tool that combats major industry threat to system security in ...",4 Jun 2021
538,microchip,City of Corpus Christi to require pets to be microchipped,Caller-Times,"Under the amended ordinance, pet owners must have their dog or cat 
implanted with a microchip that will be registered with Animal Care 
Services ...",18 May 2021
539,microchip,Europe looks to go it alone on microchips amid US-China clash,Politico EU,"Europe is caught in the middle of an increasingly political showdown over 
microchips between the U.S. and China and is scrambling to get out ...",19 Feb 2021
540,semiconductor,"Semiconductor Industry Growth Spikes, But Supply Remains ...",IoT World Today,"Demand for semiconductors is white-hot as remote work and the appetite for 
consumer electronics continue unabated. But supply chain dysfunction ...",13 May 2021
